julian_date,filter,flux,flux_unc,proc_status_code
2458601.9965972,ZTF_r,37.86122534599,29.5764994656259,57
2458607.9773727,ZTF_g,34.2600908446704,21.0380242372407,0
2458607.9949653,ZTF_r,5.7454646115703,35.4834124722938,57
2458617.9714931,ZTF_g,1.80395179490464,20.9112570976447,0
2458634.9301852,ZTF_r,0.964368238970331,21.7071071095593,57
2458634.9677431,ZTF_g,6.33399665107933,20.0265729247449,0
2458637.9299884,ZTF_r,-20.9295346415339,16.436018609723,57
2458637.9708681,ZTF_g,-2.53865891153247,20.7402717709738,0
2458640.9555671,ZTF_g,13.4626106585015,18.3642252238022,0
2458640.9719444,ZTF_r,-12.5452315797906,21.3834937771803,57
2458643.9485648,ZTF_g,-3.94869086488173,22.2432520784506,0
2458643.9684375,ZTF_r,18.2494633870276,24.4541896850938,57
2458646.9251968,ZTF_g,6.67917214836286,18.3022928398675,0
2458646.9718403,ZTF_r,6.82681017277564,22.9100657661439,57
2458649.9787037,ZTF_g,24.4573890210166,36.3624664145002,0
2458652.9256944,ZTF_r,4.80644858314855,48.0687539065268,57
2458652.967963,ZTF_g,8.58671139376878,51.6540584507215,0
2458655.9097917,ZTF_r,2.62516935572783,47.4876137289545,0
2458655.9102431,ZTF_r,-50.4307879228187,46.3275036937333,0
2458655.9531366,ZTF_r,35.0478985126112,51.7970815959481,57
2458655.9686806,ZTF_g,41.0541563610184,52.2514167623343,0
2458658.9061227,ZTF_r,-21.8075664384003,28.3091702521361,57
2458658.9742824,ZTF_g,-28.9293877874359,34.568586444783,0
2458661.9337269,ZTF_r,1.55659776671531,22.7485313354121,57
2458661.9666204,ZTF_g,3.65223121324469,23.6868066531999,0
2458665.9450231,ZTF_r,11.1833070285567,18.8920267242229,57
2458665.9719676,ZTF_g,-5.31241647101547,21.5083662939751,0
2458668.8627083,ZTF_r,23.1535560512421,21.678044327401,57
2458668.9524537,ZTF_g,1.37431856016412,20.203116048559,0
2458671.9279051,ZTF_r,-13.404799626528,19.268967073753,57
2458671.955787,ZTF_g,-3.14133240720877,20.8325650682856,0
2458672.9816435,ZTF_r,-9.70214388394578,22.6922657223688,0
2458672.9820949,ZTF_r,-4.37578077371097,22.1914330719546,0
2458674.9716319,ZTF_r,18.8468048014871,20.9729834187895,57
2458675.8680903,ZTF_r,-8.85031093236536,23.2010773681412,57
2458675.8685417,ZTF_r,0.637702887919166,23.6094165080766,57
2458675.8857986,ZTF_r,7.29735495612958,19.3506560648673,57
2458675.8867014,ZTF_r,19.9678243537715,18.7694211950344,57
2458675.890544,ZTF_r,4.42031328223,17.9440115622402,57
2458675.9104514,ZTF_r,-5.7328264267887,19.1040948223752,57
2458675.9228935,ZTF_r,-59.8075714167385,18.4797758919303,57
2458675.9369444,ZTF_r,-0.51840483148151,18.6818156552783,57
2458675.9373958,ZTF_r,-25.7759187453431,19.7234004548572,57
2458676.8357523,ZTF_r,57.1193728613343,38.2045933677427,57
2458676.8362037,ZTF_r,-17.4514818851697,45.6188101925195,57
2458676.8748495,ZTF_r,-52.0252889783105,30.5026589105837,57
2458676.8789468,ZTF_r,22.669170939851,29.2502598135165,57
2458676.8937037,ZTF_r,14.9597173157982,25.7650990159014,57
2458676.8973727,ZTF_r,13.1393285557359,25.8169687876226,57
2458676.9123495,ZTF_r,-0.777163705151614,20.9994178089279,57
2458676.9128009,ZTF_r,-1.70479716727752,19.7859682268822,57
2458677.8028356,ZTF_r,-44.1395305236815,38.6653492972744,57
2458677.864838,ZTF_r,-30.0289493180767,29.4430419216055,57
2458677.8652894,ZTF_r,-51.9076288370906,30.6533093114833,57
2458677.8945833,ZTF_r,1.98886475635419,25.293943197398,57
2458677.8966782,ZTF_r,-32.9903291888117,25.2931569245562,57
2458677.9067708,ZTF_r,3.81570938247322,25.042236224122,57
2458677.9273958,ZTF_r,-34.3492564254028,23.6747025943701,57
2458677.9278472,ZTF_r,17.5218620908696,19.2719448792578,57
2458677.9524653,ZTF_g,35.8487590957787,16.6235402911442,0
2458678.8442014,ZTF_r,10.03174908887,33.4844705730506,57
2458678.8446528,ZTF_r,11.4192072345506,34.9070357553738,57
2458678.8570833,ZTF_r,46.1775585568603,33.3971239114677,57
2458678.8653009,ZTF_r,37.0844689436286,30.6854516776048,57
2458678.8992361,ZTF_r,13.2293738993267,31.220893563924,57
2458678.9158912,ZTF_r,-16.0776206270865,28.8507771399746,57
2458678.9163426,ZTF_r,0.921457404913767,27.3657714818244,57
2458679.8591319,ZTF_r,33.3974062732273,35.9059546407369,57
2458679.8595833,ZTF_r,-26.5692380992815,33.4733101481967,57
2458679.8937269,ZTF_r,-12.1287722898627,29.142368316569,57
2458679.8941782,ZTF_r,-3.4015943075019,33.6459540560469,57
2458679.8966319,ZTF_r,-47.1378062728139,34.4413297189818,57
2458679.9068634,ZTF_r,-4.74580258731556,32.3552959291295,57
2458679.9190278,ZTF_r,-24.4888605196604,30.3470674670275,57
2458679.9259259,ZTF_r,7.00667630641318,32.5824860936617,57
2458679.9263773,ZTF_r,2.57561818353338,33.9160535332872,57
2458680.8393171,ZTF_r,41.3141685948115,50.0842886018447,57
2458680.8397685,ZTF_r,-46.1918468916103,42.4119047428915,57
2458680.8633681,ZTF_r,42.930093679421,44.3789491158064,57
2458680.8682407,ZTF_r,68.9484561474163,45.1542777742871,57
2458680.8968056,ZTF_r,25.1711221765759,38.8711687405173,57
2458680.912581,ZTF_r,17.7960313876766,41.0693813283469,57
2458680.9130324,ZTF_r,54.3828104474899,34.5355774524205,57
2458680.9708218,ZTF_g,54.5792408514071,56.787627120756,0
2458681.8191088,ZTF_r,3.41441667315387,52.1744753824122,57
2458681.8195602,ZTF_r,137.630270428856,47.3444557155882,57
2458681.8386921,ZTF_r,-18.8513452563638,48.0889981263887,57
2458681.8452546,ZTF_r,21.6459032543941,45.7355901679586,57
